4.623249290397901	-0.33
4.531478917042255	-0.31
4.477121254719663	-0.3
4.320146286111054	-0.24
4.181843587944773	-0.17
4.056904851336473	-0.11
3.9907826918031377	-0.02
3.9542425094393248	0.05
3.912753303671323	0.15
3.863322860120456	0.3
3.845098040014257	0.35
3.8228216453031045	0.44
3.7958800173440754	0.52
3.7737864449811935	0.58
3.762678563727436	0.63
3.7450747915820575	0.68
3.725094521081469	0.74
3.711807229041191	0.81
3.683947130751512	0.91
3.6444385894678386	1.15
3.584331224367531	1.4
3.546542663478131	1.49
3.5010592622177517	1.64
