301.00 0.603
303.00 0.600
305.00 0.604
307.00 0.612
309.00 0.612
311.00 0.610
313.00 0.605
315.00 0.607
317.00 0.611
319.00 0.568
321.00 0.593
323.00 0.553
325.00 0.592
327.00 0.621
329.00 0.614
331.00 0.622
333.00 0.612
335.00 0.604
337.00 0.585
339.00 0.598
341.00 0.594
343.00 0.593
345.00 0.597
347.00 0.592
349.00 0.598
351.00 0.605
353.00 0.593
355.00 0.617
357.00 0.577
359.00 0.573
361.00 0.575
363.00 0.577
364.00 0.573
365.00 0.605
367.00 0.600
369.00 0.585
371.00 0.582
373.00 0.541
375.00 0.596
377.00 0.625
379.00 0.713
381.00 0.794
383.00 0.630
385.00 0.853
387.00 0.916
389.00 0.632
391.00 0.912
393.00 0.695
395.00 0.885
397.00 0.556
399.00 0.918
401.00 1.005
403.00 1.009
405.00 0.986
407.00 0.957
409.00 0.836
411.00 0.684
413.00 0.946
415.00 0.989
417.00 0.989
419.00 0.977
421.00 0.975
423.00 0.942
425.00 0.962
427.00 0.929
429.00 0.925
431.00 0.859
433.00 0.748
435.00 0.656
437.00 0.897
439.00 0.908
441.00 0.906
443.00 0.893
445.00 0.904
447.00 0.906
449.00 0.897
451.00 0.923
453.00 0.887
455.00 0.887
457.00 0.904
459.00 0.875
461.00 0.881
463.00 0.865
465.00 0.867
467.00 0.869
469.00 0.841
471.00 0.809
473.00 0.845
475.00 0.841
477.00 0.832
479.00 0.824
481.00 0.807
483.00 0.782
485.00 0.653
487.00 0.543
489.00 0.740
491.00 0.767
493.00 0.764
495.00 0.774
497.00 0.778
499.00 0.753
501.00 0.733
503.00 0.750
505.00 0.740
507.00 0.750
509.00 0.738
511.00 0.738
513.00 0.726
515.00 0.713
517.00 0.689
519.00 0.684
521.00 0.698
523.00 0.695
525.00 0.700
527.00 0.659
529.00 0.687
531.00 0.685
533.00 0.653
535.00 0.671
537.00 0.667
539.00 0.662
541.00 0.646
543.00 0.653
545.00 0.653
547.00 0.646
549.00 0.640
551.00 0.638
553.00 0.632
555.00 0.632
557.00 0.622
559.00 0.615
561.00 0.615
563.00 0.615
565.00 0.610
567.00 0.600
569.00 0.600
571.00 0.594
573.00 0.600
575.00 0.589
577.00 0.587
579.00 0.581
581.00 0.579
583.00 0.578
585.00 0.570
587.00 0.568
589.00 0.553
591.00 0.558
593.00 0.555
595.00 0.552
597.00 0.548
599.00 0.543
