-3			-1005.99			-1005.99			-1005.99			-1005.99			-133.1371264926833	
	-2.99			-1005.99			-1005.99			-1005.99			-282.2884939194712			-129.63128326326694	
	-2.98			-1005.99			-1005.99			-1005.99			-275.38868920813246			-126.20638090759762	
	-2.97			-1005.99			-1005.99			-1005.99			-268.64708136583823			-122.86057698645047	
	-2.96			-1005.99			-1005.99			-1005.99			-262.0600693922129			-119.59207099963778	
	-2.95			-1005.99			-1005.99			-1005.99			-255.62413425565674			-116.39910343135975	
	-2.94			-1005.99			-1005.99			-1005.99			-249.33583702750906			-113.2799548172859	
	-2.93			-1005.99			-1005.99			-1005.99			-243.1918170586821			-110.2329448328724	
	-2.92			-1005.99			-1005.99			-1005.99			-237.18879019780076			-107.25643140243174	
	-2.91			-1005.99			-1005.99			-1005.99			-231.32354704990226			-104.3488098284825	
	-2.9			-1005.99			-1005.99			-1005.99			-225.59295127477205			-101.5085119409174	
	-2.89			-1005.99			-1005.99			-1005.99			-219.9939379240149			-98.7340052655388	
	-2.88			-1005.99			-1005.99			-1005.99			-214.52351181597868			-96.0237922115207	
	-2.87			-1005.99			-1005.99			-1005.99			-209.17874594766946			-93.37640927736608	
	-2.86			-1005.99			-1005.99			-1005.99			-203.95677994281564			-90.79042627493918	
	-2.85			-1005.99			-1005.99			-1005.99			-198.8548185352589			-88.26444557116079	
	-2.84			-1005.99			-1005.99			-1005.99			-193.87013008686645			-85.79710134696458	
	-2.83			-1005.99			-1005.99			-1005.99			-189.00004513918117			-83.38705887312194	
	-2.82			-1005.99			-1005.99			-1005.99			-184.24195499803864			-81.03301380255068	
	-2.81			-1005.99			-1005.99			-1005.99			-179.59331035040353			-78.73369147873312	
	-2.8			-1005.99			-1005.99			-1005.99			-175.0516199126896			-76.48784625987616	
	-2.79			-1005.99			-1005.99			-1005.99			-170.61444910984875			-74.29426085845574	
	-2.78			-1005.99			-1005.99			-1005.99			-166.27941878452648			-72.1517456957946	
	-2.77			-1005.99			-1005.99			-1005.99			-162.04420393560162			-70.05913827133217	
	-2.760000000000005			-1005.99			-1005.99			-1005.99			-157.9065324854397			-68.0153025462512	
	-2.7500000000000053			-1005.99			-1005.99			-1005.99			-153.86418407520742			-66.01912834113506	
	-2.7400000000000055			-1005.99			-1005.99			-1005.99			-149.91498888760916			-64.06953074733593	
	-2.7300000000000058			-1005.99			-1005.99			-1005.99			-146.0568264964207			-62.16544955174171	
	-2.720000000000006			-1005.99			-1005.99			-1005.99			-142.28762474221182			-60.305848674637254	
	-2.710000000000006			-1005.99			-1005.99			-1005.99			-138.60535863365902			-58.48971562036087	
	-2.7000000000000064			-1005.99			-1005.99			-1005.99			-135.00804927386943			-56.716060940466065	
