-30.0	1.7724241555860192e-05	1.0	0.9999955689494282	0.9999822759155176	0.9999291055469071	0.999716452342344	0.9988662916738391	0.9954728726358246	0.9820140891245999	0.9299741458218721	0.7479688295121047	
-29.7	1.8084954797667414e-05	1.0	0.9999954787715214	0.9999819152087341	0.999927662797271	0.9997106825835952	0.9988432324649236	0.9953809523367322	0.9816514292093922	0.9286011408276528	0.7435614258060791	
-29.4	1.8456801627793165e-05	1.0	0.9999953858102385	0.9999815433686979	0.9999261755186499	0.9997047347733148	0.9988194620796247	0.9952862037580096	0.9812777158159739	0.9271878792471684	0.739045169181683	
-29.1	1.8840245377847336e-05	1.0	0.9999952899497478	0.9999811599320985	0.9999246418580561	0.9996986015036098	0.9987949509512517	0.9951885096667595	0.980892496285884	0.9257327942821786	0.7344167881390656	
-28.8	1.923577375545458e-05	1.0	0.9999951910681241	0.9999807644112508	0.9999230598650222	0.9996922749769732	0.9987696679594807	0.9950877466922962	0.9804952946115482	0.9242342433937383	0.7296729074725342	
-28.5	1.9643900400862344e-05	1.0	0.9999950890369586	0.9999803562925393	0.9999214274853783	0.9996857469814132	0.9987435803312844	0.9949837849364451	0.9800856099799987	0.9226905039486646	0.7248100458596891	
-28.2	2.0065166560868032e-05	1.0	0.9999949837209413	0.9999799350347433	0.9999197425545576	0.999679008863708	0.9987166535344065	0.9948764875546687	0.9796629152098323	0.9210997685779203	0.71982461355278	
-27.9	2.0500142890289997e-05	1.0	0.9999948749774104	0.9999795000672362	0.9999180027903938	0.9996720515006243	0.9986888511627346	0.9947657103054919	0.9792266550723925	0.9194601402255469	0.71471291020132	
-27.6	2.094943139222114e-05	1.0	0.9999947626558668	0.9999790507880456	0.9999162057853624	0.9996648652679189	0.9986601348128569	0.9946513010654574	0.9787762444873029	0.9177696268650578	0.7094711228392915	
-27.3	2.1413667509431626e-05	1.0	0.9999946465974522	0.9999785865617615	0.9999143489982187	0.9996574400069265	0.9986304639510187	0.9945330993065636	0.978311066581525	0.9160261358583223	0.70409532407512	
-27.0	2.1893522380542284e-05	1.0	0.9999945266343838	0.9999781067172808	0.9999124297449765	0.9996497649885172	0.9985997957696178	0.9944109355328313	0.9778304706000531	0.9142274679299291	0.6985814705280629	
-26.7	2.2389705275987973e-05	1.0	0.9999944025893466	0.9999776105453716	0.9999104451891675	0.9996418288741822	0.9985680850322832	0.9942846306723035	0.9773337696551923	0.9123713107278122	0.6929254015608468	
-26.4	2.2902966230350018e-05	1.0	0.9999942742748344	0.9999770972960406	0.9999083923313173	0.9996336196739842	0.9985352839064909	0.994153995420406	0.9768202383000536	0.9104552319385105	0.6871228383653588	
-26.1	2.3434098889378558e-05	1.0	0.9999941414924388	0.999976566175687	0.9999062679975611	0.9996251247010803	0.9985013417825525	0.9940188295301663	0.976289109910464	0.908476671922832	0.681169383466056	
-25.8	2.3983943591973214e-05	1.0	0.9999940040320779	0.9999760163440206	0.9999040688273213	0.9996163305224935	0.9984662050776955	0.9938789210443232	0.9757395738578671	0.9064329358348562	0.6750605207146259	
-25.5	2.4553390709571352e-05	1.0	0.9999938616711622	0.9999754469107225	0.9999017912599558	0.9996072229057741	0.9984298170238137	0.9937340454638209	0.9751707724540036	0.904321185184143	0.6687916158594003	
-25.2	2.5143384267837984e-05	1.0	0.9999937141736889	0.9999748569318244	0.9998994315202773	0.9995977867611553	0.9983921174373114	0.9935839648465945	0.974581797646153	0.9021384287976805	0.6623579177842643	
-24.9	2.575492587829643e-05	1.0	0.999993561289259	0.999974245405777	0.9998969856028342	0.9995880060787605	0.9983530424692919	0.9934284268298873	0.973971687439488	0.899881513134497	0.6557545605244124	
-24.6	2.638907901062397e-05	1.0	0.9999934027520093	0.999973611269178	0.9998944492548294	0.9995778638603728	0.9983125243341487	0.9932671635685926	0.9733394220205898	0.8975471119019526	0.648976566180501	
-24.3	2.7046973639810643e-05	1.0	0.9999932382794506	0.9999729533921263	0.99989181795754	0.9995673420452216	0.9982704910143942	0.9930998905812736	0.9726839195533784	0.8951317149184898	0.642018848868659	
-24.0	2.7729811306295198e-05	1.0	0.9999930675712029	0.9999722705731614	0.9998890869060869	0.9995564214291763	0.9982268659393175	0.9929263054945725	0.9720040316155792	0.8926316161630528	0.6348762198616706	
-23.7	2.8438870631613503e-05	1.0	0.9999928903076161	0.9999715615337492	0.9998862509873832	0.9995450815766728	0.9981815676347823	0.9927460866756503	0.9712985382403287	0.8900429009464383	0.6275433940966383	
-23.4	2.9175513337094262e-05	1.0	0.999992706148266	0.9999708249122641	0.9998833047560713	0.9995333007246088	0.9981345093411609	0.9925588917411003	0.9705661425235734	0.8873614321345183	0.6200149982467956	
-23.1	2.9941190818798378e-05	1.0	0.99999251473031	0.9999700592574142	0.9998802424082378	0.9995210556773658	0.9980855985960452	0.9923643559294157	0.9698054647534767	0.8845828353475403	0.6122855805801232	
-22.8	3.0737451338320715e-05	1.0	0.9999923156666901	0.9999692630210523	0.9998770577526643	0.9995083216920014	0.9980347367779674	0.9921620903225515	0.9690150360130376	0.8817024830535557	0.6043496228552733	
-22.5	3.156594789636955e-05	1.0	0.9999921085441636	0.9999684345503029	0.9998737441793516	0.9994950723525496	0.9979818186069096	0.9919516799003761	0.9681932912014889	0.8787154774674357	0.5962015545363196	
-22.2	3.242844686434275e-05	1.0	0.9999918929211464	0.999967572078932	0.9998702946250122	0.9994812794322265	0.9979267315968525	0.9917326814098208	0.9673385614136649	0.8756166321598956	0.587835769642288	
