435.0	0.0
437.5	0.01
440.0	0.023
442.5	0.039
445.0	0.056
447.5	0.086
450.0	0.118
452.5	0.188
455.0	0.287
457.5	0.457
460.0	0.681
462.5	0.896
465.0	0.998
467.5	1.0
470.0	0.942
472.5	0.783
475.0	0.558
477.5	0.342
480.0	0.211
482.5	0.13
485.0	0.072
487.5	0.045
490.0	0.027
492.5	0.021
495.0	0.015
497.5	0.011
500.0	0.007
502.5	0.003
505.0	0.0
