12.5	-11.1278365551806484035	-10.820165466165784451	-10.515827426697342162	-10.213146535006359272	-9.911291872807527881
12.540404040404039776	-11.0483273554759779955	-10.740003416909106093	-10.435341509339160382	-10.132499322837043465	-9.830564173046987264
12.580808080808081328	-10.968946254039355637	-10.659904719733292566	-10.3548870937239829715	-10.051867817962738982	-9.749844316039697034
12.6212121212121211045	-10.889706038576754565	-10.579875625986339571	-10.274467269884173248	-9.971253556488257175	-9.669133067610159671
12.6616161616161608805	-10.810620804543400908	-10.499923011768288461	-10.194085432940536151	-9.890658225240303025	-9.588431268488212922
12.702020202020202433	-10.731706095098703102	-10.4200544419621525805	-10.113745313628021094	-9.810083676657679774	-9.507739841660969304
12.742424242424242209	-10.652979057245540062	-10.340278241145000493	-10.0334510119570907705	-9.729531945173171437	-9.427059800451521809
12.782828282828283761	-10.574458616247722986	-10.260603572180135856	-9.953207034349095039	-9.64900526524061064	-9.346392257397310388
12.823232323232323537	-10.4961656707277501965	-10.181040523395950004	-9.873018334623660408	-9.56850609117748796	-9.265738434008616409
12.863636363636363313	-10.418123311205603088	-10.1016002053770730384	-9.792890359260864486	-9.488037119011812237	-9.185099671495871476
12.904040404040404866	-10.34035706525780185	-10.02229485853198554	-9.712829097412001289	-9.407601310542977657	-9.104477442563897682
12.944444444444444642	-10.262895172964057622	-9.943137972760718313	-9.632841136190448239	-9.327201919849640532	-9.023873364381334028
12.984848484848484418	-10.185768896879022094	-9.864144420730784901	-9.552933721839957926	-9.24684252250378691	-8.943289212844991454
13.02525252525252597	-10.109012871433126435	-9.785330606483151783	-9.473114827452899789	-9.166527047779840842	-8.862726938271652699
13.065656565656565746	-10.0326654974452083025	-9.706714631337753474	-9.393393227996693184	-9.086259814180742467	-8.782188682663996104
13.106060606060605522	-9.9567693883398504795	-9.628316479355936153	-9.313778583505030184	-9.006045568640487886	-8.701676798713076977
13.146464646464647075	-9.881371875725214693	-9.550158224952282282	-9.234281531403427223	-8.9258895298051097456	-8.621193870717643648
13.186868686868686851	-9.80652558322676704	-9.472264265638500547	-9.15491378906837916	-8.84579743584211009	-8.540742737620256264
13.227272727272726627	-9.732289078915169256	-9.394661583337402533	-9.075688267869026049	-8.765775597282832621	-8.460326518382316863
